,Relative_yield_change,yield_of_CT,Latitude,Longitude,Years_since_CT_started,Crop_rotation_CT,Crop_rotation_NT,ST,Soil_cover_in_CT,Soil_cover_in_CT,Soil_cover_in_CT,Soil_cover_in_CT,Weed_pest_control_CT,Weed_pest_control_NT,P,E,PB,Tave,Tmax,Tmin
2410,-0.0844,12440.0,40.65,-104.98,6,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,445.4,552.736,-107.336,13.85714,27.27658,-4.86435
3539,-0.0263,8906.0,35.55,110.13,7,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,353.6,423.968,-70.368,19.22,28.41125,5.12454
1870,0.325,4000.0,45.87,-81.92,2,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,201.5,526.173,-324.673,13.23333,26.2691,4.42474
2803,0.244,16800.0,44.57,-123.24,4,0,0,0,1435.0,976.0,1435.0,976.0,0.0,0.0,405.1,511.186,-106.086,15.11429,27.69235,5.07457
3658,0.034,13830.0,45.2,9.68,3,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,216.7,499.893,-283.193,15.98333,27.22127,5.96513
1935,-0.1084,8670.0,35.65,107.85,4,0,0,0,1435.0,976.0,1435.0,976.0,0.0,0.0,213.1,415.56,-202.46,17.24,28.30306,3.01697
3874,-0.2925,5880.0,19.52,-98.83,18,1,1,0,1435.0,1435.0,1435.0,1435.0,0.0,0.0,750.0,659.37,90.63,12.34286,23.2259,5.94151
4133,0.0609,8040.0,40.8,-96.67,14,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,512.8,557.173,-44.373,19.7,32.74878,2.94235
3351,-0.0845,8265.0,29.07,77.77,4,1,1,0,1435.0,1435.0,1435.0,1435.0,0.0,0.0,589.0,521.901,67.099,30.44,40.54478,18.49906
1422,0.1,6000.0,31.38,72.03,2,1,1,0,1435.0,1435.0,1435.0,1435.0,0.0,0.0,202.1,384.957,-182.857,31.72,41.81672,19.74682
2589,0.1899,4955.0,37.99,-100.82,3,1,1,2,1435.0,976.0,1435.0,976.0,0.0,0.0,364.0,572.642,-208.642,19.46667,31.78592,3.43443
743,-0.1621,4380.0,42.22,-82.73,4,0,0,1,1435.0,976.0,1435.0,976.0,0.0,0.0,253.6,545.946,-292.346,19.48333,28.52332,9.11171
577,-0.3053,13100.0,40.42,-83.25,49,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,487.1,527.38,-40.28,20.1,30.3156,5.52771
3154,-0.0272,25700.0,32.53,-83.85,3,1,1,2,1435.0,976.0,1435.0,976.0,0.0,0.0,468.0,659.161,-191.161,24.13333,34.95042,12.99181
3319,-0.0556,10800.0,42.02,-93.75,12,0,0,0,1435.0,976.0,1435.0,976.0,0.0,0.0,530.2,543.476,-13.276,18.98333,31.00905,3.25557
237,-0.3324,14590.0,52.43,16.9,15,1,1,2,1435.0,976.0,1435.0,976.0,0.0,0.0,461.7,387.338,74.362,13.87143,27.23653,2.47817
3895,-0.3623,11400.0,44.87,20.33,22,1,1,0,1435.0,1435.0,1435.0,1435.0,0.0,0.0,521.1,518.82,2.28,18.37143,28.16035,8.35861
1660,-0.1,9000.0,42.02,-93.75,23,1,1,0,1435.0,1435.0,1435.0,1435.0,0.0,0.0,575.9,530.771,45.129,18.75,29.1432,6.40126
922,-0.2346,5845.0,-23.18,-51.18,18,0,0,3,1435.0,976.0,1435.0,976.0,0.0,0.0,1277.0,716.387,560.613,27.0,30.74439,19.56731
3521,0.3204,4535.0,-13.97,33.65,10,1,1,4,1435.0,976.0,1435.0,976.0,0.0,0.0,650.2,643.985,6.215,25.35,25.68532,14.17448
749,-0.3051,8031.0,42.22,-82.73,3,1,1,1,1435.0,976.0,1435.0,976.0,0.0,0.0,355.6,517.252,-161.652,18.8,27.50428,8.01219
3913,-0.0537,14700.0,44.87,20.33,28,1,1,0,1435.0,1435.0,1435.0,1435.0,0.0,0.0,371.1,498.976,-127.876,17.58571,27.40335,7.70542
1165,-0.0025,9933.0,40.65,-104.98,2,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,197.5,567.114,-369.614,14.04286,29.94307,-9.69776
3669,-0.0093,10800.0,36.97,117.98,7,1,1,0,1435.0,1435.0,1435.0,1435.0,0.0,0.0,555.2,474.612,80.588,23.2,30.50853,14.79686
1517,0.0,6200.0,25.58,85.4,7,1,1,0,1435.0,1435.0,1435.0,1435.0,0.0,0.0,428.7,428.454,0.246,30.3,34.36645,26.31444
1956,-0.0239,8535.0,44.73,-93.12,4,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,646.2,497.767,148.433,17.16667,30.8548,4.05981
1878,0.4286,6300.0,45.87,-81.92,11,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,288.6,551.639,-263.039,14.68333,23.49619,5.37768
3350,-0.084,8312.0,29.07,77.77,3,1,1,0,1435.0,1435.0,1435.0,1435.0,0.0,0.0,801.7,491.78,309.92,29.14,34.24281,20.35569
1354,-0.1552,5800.0,34.3,-79.73,4,0,0,0,1435.0,976.0,1435.0,976.0,0.0,0.0,763.9,634.358,129.542,23.83333,31.90425,9.23065
545,-0.1138,12300.0,40.42,-83.25,52,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,465.0,503.426,-38.426,18.58333,28.37883,6.33503
4112,-0.3882,3220.0,40.8,-96.67,2,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,619.2,579.474,39.726,20.5,33.02875,1.94775
529,0.625,2400.0,39.8,-90.82,8,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,379.2,589.94,-210.74,21.66667,36.0036,6.03471
2495,-0.4583,2400.0,-2.35,30.25,3,0,0,3,1435.0,976.0,1435.0,976.0,0.0,0.0,342.0,526.376,-184.376,24.825,26.99082,16.62827
1969,-0.3612,9867.0,44.73,-93.12,12,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,660.1,464.271,195.829,17.35,28.81297,2.04897
3349,-0.0823,8358.0,29.07,77.77,2,1,1,0,1435.0,1435.0,1435.0,1435.0,0.0,0.0,627.7,516.065,111.635,29.98,37.5226,17.66174
423,-0.0077,7810.0,39.08,-76.65,17,1,1,4,1435.0,976.0,1435.0,976.0,0.0,0.0,544.1,602.167,-58.067,20.15,29.46641,7.04664
627,-0.0513,7800.0,45.5,-73.58,4,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,544.1,464.395,79.705,15.25,26.45092,2.04168
3520,0.6472,2965.0,-13.97,33.65,10,1,1,4,1435.0,976.0,1435.0,976.0,0.0,0.0,650.2,643.985,6.215,25.35,25.68532,14.17448
2429,-0.159,11052.0,43.3,-89.35,11,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,554.3,479.931,74.369,17.71667,28.13424,5.21823
1871,-0.5385,6500.0,45.87,-81.92,3,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,411.7,497.36,-85.66,12.1,23.0099,4.34895
1755,-0.0395,7600.0,39.03,-85.52,15,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,497.0,486.454,10.546,19.85,29.66522,5.8443
1864,0.022,9100.0,39.75,-83.6,1,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,465.2,533.244,-68.044,19.05,31.93325,2.16649
1163,0.187,7672.0,40.65,-104.98,2,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,197.5,567.114,-369.614,14.04286,29.94307,-9.69776
3395,-0.336,8232.0,-28.92,29.55,21,1,1,1,1435.0,976.0,1435.0,976.0,0.0,0.0,572.9,644.565,-71.665,7.91429,18.50414,1.49847
1286,-0.0101,9878.0,40.43,-86.92,2,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,775.7,488.06,287.64,18.38333,28.71078,5.11918
544,0.321,8100.0,40.42,-83.25,51,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,464.4,536.397,-71.997,19.36667,32.85749,5.52775
1920,0.0545,7352.0,-29.53,30.28,8,1,1,4,1435.0,976.0,1435.0,976.0,0.0,0.0,796.9,668.749,128.151,18.675,25.39096,3.5754
4010,0.1805,10750.0,34.3,-86.02,22,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,799.6,609.677,189.923,22.01667,31.09053,10.40166
3901,-0.1477,8600.0,44.87,20.33,24,1,1,0,1435.0,1435.0,1435.0,1435.0,0.0,0.0,652.7,521.411,131.289,17.97143,29.63389,7.03558
1508,0.3333,7500.0,25.58,85.4,8,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,398.7,432.079,-33.379,30.5,37.48028,25.51267
862,0.0377,11457.0,39.55,100.75,2,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,-11.0,249.642,-260.642,13.62,27.77941,-5.48222
4124,-0.1774,8570.0,40.8,-96.67,9,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,616.1,573.728,42.372,19.55,28.75747,5.77022
563,0.0,8700.0,39.8,-90.82,7,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,386.7,569.084,-182.384,20.98333,33.27053,6.80028
3324,-0.1282,11700.0,42.02,-93.75,14,0,0,0,1435.0,1435.0,1435.0,1435.0,0.0,0.0,445.2,535.055,-89.855,19.2,30.0553,4.95569
4224,0.1364,9900.0,23.9,91.32,1,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,1319.4,385.2,934.2,28.525,32.53722,25.76134
1585,-0.4619,16410.0,45.61,17.86,5,0,0,0,976.0,976.0,976.0,976.0,0.0,0.0,489.5,512.061,-22.561,17.58571,29.77124,5.90084
4045,-0.1623,6918.0,40.25,-85.15,4,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,335.8,534.445,-198.645,18.88333,31.67139,1.97819
2547,0.5969,2550.0,-14.93,34.88,3,0,0,4,1435.0,976.0,1435.0,976.0,0.0,0.0,861.9000053,929.3934267,-67.493,28.9749999,28.98434041,16.10986427
2235,-0.0111,6290.0,45.3,-73.35,19,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,607.2,489.224,117.976,16.5,27.63915,3.76492
885,-0.1358,1590.0,19.52,-98.83,5,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,1068.1,661.247,406.853,13.44286,24.50043,6.99138
1692,-0.0556,11150.0,44.22,-73.26,3,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,627.6,433.926,193.674,14.3,26.0541,-2.70737
2513,0.0368,13600.0,-2.35,30.25,3,0,0,3,1435.0,976.0,1435.0,976.0,0.0,0.0,342.0,526.376,-184.376,24.825,26.99082,16.62827
2885,-0.3003,7683.0,31.08,-97.33,14,1,1,3,1435.0,976.0,1435.0,976.0,0.0,0.0,374.3,680.701,-306.401,25.08333,36.62847,14.02768
1727,-0.1088,4973.0,-0.52,37.27,1,1,1,3,1435.0,1435.0,1435.0,1435.0,0.0,0.0,565.7,780.391,-214.691,21.325,30.64233,15.96019
646,-0.2826,4600.0,45.5,-73.58,13,1,1,0,1435.0,1435.0,1435.0,1435.0,0.0,0.0,572.1,492.007,80.093,15.98333,27.16554,1.73544
4275,-0.0297,7649.0,35.67,107.87,1,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,237.4,403.373,-165.973,16.96,29.09027,2.10085
765,0.2977,9270.0,40.73,-77.95,1,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,393.1,507.573,-114.473,16.44286,28.42426,2.39395
3541,0.0157,7937.0,35.55,110.13,9,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,306.7,422.652,-115.952,18.04,29.06431,2.79862
1958,-0.0862,6453.0,44.73,-93.12,5,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,538.9,483.63,55.27,16.68333,28.45637,5.49375
4354,0.0455,4685.0,35.32,106.07,8,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,239.3,377.762,-138.462,13.84,24.53529,0.1758
1837,0.36,2500.0,7.5,3.9,4,1,1,4,1435.0,976.0,1435.0,976.0,0.0,0.0,677.8,498.142,179.658,28.12,34.2233,23.29779
3960,0.064,10607.0,35.33,110.1,10,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,443.7,431.219,12.481,18.64,28.80748,2.59857
2764,0.2369,9702.0,41.8,1.12,22,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,253.6,671.08,-417.48,19.6,33.27401,4.93877
1753,0.0274,7300.0,39.03,-85.52,14,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,587.3,534.323,52.977,21.01667,30.87766,5.47548
1865,-0.2955,8800.0,39.75,-83.6,2,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,591.0,486.557,104.443,18.41667,28.88535,4.94658
1445,0.124,12900.0,31.38,72.03,3,1,1,0,1435.0,1435.0,1435.0,1435.0,0.0,0.0,489.9,406.5,83.4,30.62,38.91278,19.24657
3869,-0.1423,2810.0,19.52,-98.83,16,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,841.9,670.672,171.228,12.41429,22.00519,7.05137
766,0.0061,8140.0,40.73,-77.95,2,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,674.7,511.355,163.345,16.48571,29.36416,0.70092
1179,-0.0756,12254.0,40.65,-104.98,6,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,445.4,552.736,-107.336,13.85714,27.27658,-4.86435
3666,0.1319,9100.0,36.97,117.98,7,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,555.2,474.612,80.588,23.2,30.50853,14.79686
3143,-0.2225,7910.0,-37.75,-58.3,1,0,0,1,1435.0,1435.0,1435.0,1435.0,0.0,0.0,693.9,605.484,88.416,17.51429,25.78936,8.37571
921,-0.0237,8624.0,-23.18,-51.18,14,0,0,3,1435.0,976.0,1435.0,976.0,0.0,0.0,1003.4,727.617,275.783,27.03333,31.52832,17.43721
4170,0.0402,4730.0,41.52,-99.87,5,1,1,2,1435.0,976.0,1435.0,976.0,0.0,0.0,480.8,518.995,-38.195,17.36667,29.7583,2.0238
3412,0.3906,6752.0,-28.92,29.55,26,1,1,1,1435.0,976.0,1435.0,976.0,0.0,0.0,447.3,690.027,-242.727,9.14286,23.2186,1.69684
2534,0.196,4005.0,-11.9,33.59,3,1,1,4,1435.0,976.0,1435.0,976.0,0.0,0.0,973.5,728.527,244.973,24.8,28.01236,13.10176
3852,-0.1271,13060.0,44.75,-93.07,21,1,1,0,1435.0,1435.0,1435.0,1435.0,0.0,0.0,751.0,496.244,254.756,17.81667,30.22943,6.30626
833,-0.0271,7608.0,-27.8,-50.32,1,1,1,3,1435.0,976.0,1435.0,976.0,0.0,0.0,954.4,616.757,337.644,21.33333,25.57545,10.66417
4048,-0.0362,8473.0,39.03,-85.52,3,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,470.9,555.409,-84.509,20.48333,30.42576,2.4852
1464,0.1939,2630.0,38.0,-84.5,14,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,700.5,538.405,162.095,21.33333,33.3985,8.79652
1455,0.2801,5390.0,38.0,-84.5,12,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,632.1,503.966,128.134,20.15,29.33674,6.41483
2790,0.0659,7994.0,28.67,77.2,2,0,0,0,1435.0,976.0,1435.0,976.0,0.0,0.0,400.4,482.36,-81.96,30.72,41.17633,19.2845
741,-0.6102,9260.0,42.22,-82.73,3,0,0,1,1435.0,976.0,1435.0,976.0,0.0,0.0,323.9,540.809,-216.909,19.83333,25.6416,10.45753
437,0.0384,11710.0,37.0,35.35,2,0,0,1,1435.0,1435.0,1435.0,1435.0,0.0,0.0,53.6,702.398,-648.798,25.9,33.66442,18.44878
1953,0.1374,13100.0,42.94,-92.57,2,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,527.2,517.26,9.94,18.26667,29.90518,2.11911
4169,-0.1353,1700.0,41.52,-99.87,7,1,1,2,1435.0,976.0,1435.0,976.0,0.0,0.0,427.8,541.065,-113.265,17.85,32.92859,3.59009
3382,-0.0597,12926.0,-28.92,29.55,16,1,1,1,1435.0,976.0,1435.0,976.0,0.0,0.0,597.5,608.938,-11.438,6.91429,18.74532,-0.57008
748,-0.0128,8769.0,42.22,-82.73,2,1,1,1,1435.0,976.0,1435.0,976.0,0.0,0.0,632.8,483.756,149.044,18.66667,24.13222,10.73315
2802,0.3444,9000.0,44.57,-123.24,4,0,0,0,1435.0,976.0,1435.0,976.0,0.0,0.0,405.1,511.186,-106.086,15.11429,27.69235,5.07457
3011,0.0217,4600.0,45.63,-72.9,3,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,695.2,449.951,245.249,15.4,26.30599,2.38646
3403,-0.0867,11125.0,-28.92,29.55,23,1,1,1,1435.0,976.0,1435.0,976.0,0.0,0.0,279.1,664.093,-384.993,8.02857,20.75053,1.0267
3851,-0.0129,12410.0,44.75,-93.07,21,1,1,0,1435.0,1435.0,1435.0,1435.0,0.0,0.0,751.0,496.244,254.756,17.81667,30.22943,6.30626
1967,-0.1238,9055.0,44.73,-93.12,11,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,602.3,482.961,119.339,16.83333,27.21006,1.8438
3871,-0.3032,3430.0,19.52,-98.83,16,1,1,0,1435.0,1435.0,1435.0,1435.0,0.0,0.0,841.9,670.672,171.228,12.41429,22.00519,7.05137
4339,0.0172,7905.0,35.32,106.07,9,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,320.6000023,383.0320768,-62.432,13.71999969,25.05715647,0.083944813
1416,0.0303,3300.0,31.38,72.03,1,1,1,0,976.0,976.0,976.0,976.0,0.0,0.0,499.7,394.544,105.156,31.78,40.21164,21.4263
2766,0.195,9757.0,41.8,1.12,21,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,151.5,648.357,-496.857,18.975,33.35267,3.57247
2501,-0.0843,8300.0,8.18,38.85,2,1,1,1,1435.0,976.0,1435.0,976.0,0.0,0.0,728.9,847.388,-118.488,20.0875,27.92987,13.61402
3989,-0.0331,8228.0,34.3,-86.02,15,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,838.3,595.544,242.756,21.96667,30.85223,9.8688
4359,0.0616,5356.0,35.32,106.07,10,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,330.9,384.529,-53.629,14.32,25.28738,0.09738
1631,-0.0104,9600.0,43.0,-92.5,4,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,683.2,528.127,155.073,18.13333,30.41502,2.95163
1744,-0.0217,2486.0,-0.52,37.27,2,1,1,3,1435.0,1435.0,1435.0,1435.0,0.0,0.0,659.4,732.25,-72.85,20.875,31.60278,15.39401
2767,0.5065,6553.0,41.8,1.12,22,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,253.6,671.08,-417.48,19.6,33.27401,4.93877
490,0.1918,7543.0,44.45,26.52,7,0,0,1,1435.0,976.0,1435.0,976.0,0.0,0.0,294.4,488.56,-194.16,20.02,32.0074,8.61479
768,0.1011,6985.0,32.32,-86.9,2,0,0,3,1435.0,976.0,1435.0,976.0,0.0,0.0,493.2,676.872,-183.672,24.25,34.36662,14.71335
1918,-0.0308,7994.0,-29.53,30.28,6,1,1,4,1435.0,976.0,1435.0,976.0,0.0,0.0,870.6,648.925,221.675,19.25,25.95875,3.59192
3896,-0.4301,12090.0,44.87,20.33,22,1,1,0,1435.0,1435.0,1435.0,1435.0,0.0,0.0,521.1,518.82,2.28,18.37143,28.16035,8.35861
3916,-0.1612,12720.0,44.87,20.33,29,1,1,0,1435.0,1435.0,1435.0,1435.0,0.0,0.0,398.0,535.596,-137.596,18.21429,29.7739,9.02815
3914,-0.4978,13800.0,44.87,20.33,28,1,1,0,1435.0,1435.0,1435.0,1435.0,0.0,0.0,371.1,498.976,-127.876,17.58571,27.40335,7.70542
1045,-0.0313,3200.0,31.53,75.91,6,1,1,0,1435.0,1435.0,1435.0,1435.0,0.0,0.0,505.1,542.553,-37.453,30.28,38.09358,19.64371
2518,-0.2821,3900.0,-2.35,30.25,2,0,0,3,1435.0,976.0,1435.0,976.0,0.0,0.0,558.3,512.182,46.118,24.425,26.6788,17.19974
2749,-0.105,10950.0,51.03,17.35,4,0,0,0,1435.0,976.0,1435.0,976.0,0.0,0.0,484.3,405.625,78.675,14.24286,26.06737,3.71739
1181,-0.3051,10454.0,40.65,-104.98,6,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,445.4,552.736,-107.336,13.85714,27.27658,-4.86435
254,0.329,6140.0,-36.5,-63.82,5,0,0,0,1435.0,976.0,1435.0,976.0,0.0,0.0,400.4,731.247,-330.847,22.1,33.71338,9.23935
746,-0.0355,9020.0,42.22,-82.73,5,0,0,1,1435.0,976.0,1435.0,976.0,0.0,0.0,632.8,483.756,149.044,18.66667,24.13222,10.73315
1875,0.0702,5700.0,45.87,-81.92,8,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,434.9,519.69,-84.79,14.06667,23.69089,4.94015
1830,-0.0789,7600.0,7.5,3.9,1,1,1,4,1435.0,976.0,1435.0,976.0,0.0,0.0,781.2,457.77,323.43,27.38,33.76276,22.5147
542,-0.0576,13900.0,40.42,-83.25,49,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,487.1,527.38,-40.28,20.1,30.3156,5.52771
4122,-0.3949,5850.0,40.8,-96.67,8,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,1027.5,504.866,522.634,18.36667,29.26888,4.1768
4401,-0.0758,6600.0,45.55,18.69,3,1,1,0,1435.0,1435.0,1435.0,1435.0,0.0,0.0,507.2,488.113,19.087,17.0,27.07665,4.48937
635,0.1507,7300.0,45.5,-73.58,8,1,1,0,1435.0,1435.0,1435.0,1435.0,0.0,0.0,459.0,463.741,-4.741,15.08333,26.11125,1.7455
2069,-0.4339,8090.0,43.18,-89.92,5,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,903.7,427.094,476.606,16.45,27.0668,2.41443
1468,0.0887,2820.0,38.0,-84.5,15,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,640.3,523.89,116.41,20.73333,30.31787,10.0655
2965,0.0202,9900.0,25.0,88.0,3,0,0,0,1435.0,1435.0,1435.0,1435.0,0.0,0.0,1151.7,405.298,746.402,30.05,37.34504,27.14498
1432,-0.0242,12400.0,31.38,72.03,2,1,1,0,976.0,976.0,976.0,976.0,0.0,0.0,202.1,384.957,-182.857,31.72,41.81672,19.74682
541,-0.1241,14500.0,40.42,-83.25,48,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,498.6,472.837,25.763,18.16667,27.70464,4.34373
3847,-0.1439,12230.0,44.75,-93.07,20,1,1,0,1435.0,1435.0,1435.0,1435.0,0.0,0.0,489.1,468.903,20.197,16.03333,26.37735,2.8024
1664,-0.2235,8500.0,42.02,-93.75,26,1,1,0,1435.0,1435.0,1435.0,1435.0,0.0,0.0,347.9,535.868,-187.968,19.81667,28.72965,7.02579
4059,-0.1606,7495.0,40.47,-86.98,17,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,404.1,543.628,-139.528,20.65,30.93442,7.87919
837,0.031,6901.0,-27.8,-50.32,2,1,1,3,1435.0,976.0,1435.0,976.0,0.0,0.0,1498.4,542.896,955.504,20.85,25.88517,12.58576
1173,-0.2361,12491.0,40.65,-104.98,4,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,267.2,553.256,-286.056,13.92857,31.38396,-4.81392
2407,-0.0885,10850.0,40.65,-104.98,5,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,223.0,576.644,-353.644,14.8,31.98261,-5.42037
3990,-0.0743,8132.0,34.3,-86.02,15,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,838.3,595.544,242.756,21.96667,30.85223,9.8688
2543,0.367,3820.0,-14.97,34.73,2,0,0,2,1435.0,976.0,1435.0,976.0,0.0,0.0,921.6999931,642.9647165,278.735,26.25,26.41750016,15.21808649
2590,0.1628,5394.0,37.99,-100.82,3,1,1,2,1435.0,976.0,1435.0,976.0,0.0,0.0,364.0,572.642,-208.642,19.46667,31.78592,3.43443
3288,0.008,5269.0,37.9,113.17,2,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,283.5,461.466,-177.966,22.26,30.37084,12.03878
571,0.0652,9200.0,41.48,-84.15,46,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,468.9,478.09,-9.19,17.66667,27.15856,4.54438
239,-0.3543,24640.0,52.43,16.9,17,1,1,2,1435.0,976.0,1435.0,976.0,0.0,0.0,423.3,411.656,11.644,14.54286,24.49335,4.0788
752,-0.0831,6953.0,42.22,-82.73,4,1,1,1,1435.0,976.0,1435.0,976.0,0.0,0.0,246.2,535.153,-288.953,18.6,26.97492,7.50703
1409,-0.0593,13500.0,40.43,-99.38,19,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,112.5,594.795,-482.295,19.48333,37.93914,1.5913
3401,-0.2702,7653.0,-28.92,29.55,23,1,1,1,1435.0,976.0,1435.0,976.0,0.0,0.0,279.1,664.093,-384.993,8.02857,20.75053,1.0267
517,0.2528,6590.0,32.45,-89.4,4,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,646.6,549.314,97.286,24.98,33.53418,14.56407
3656,-0.1522,21150.0,45.2,9.68,2,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,256.1,483.236,-227.136,15.73333,24.67301,5.33668
1612,0.1812,2622.0,-17.82,31.57,2,1,1,2,1435.0,1435.0,1435.0,1435.0,0.0,0.0,322.8,654.113,-331.313,22.2,27.41816,7.9551
828,-0.1496,8290.0,42.02,-93.75,3,1,1,0,976.0,976.0,976.0,976.0,0.0,0.0,721.7,470.185,251.516,18.61667,29.86553,6.86344
1454,-0.25,5520.0,38.0,-84.5,11,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,440.8,546.337,-105.537,21.26667,31.14711,6.27729
3984,0.0847,3354.0,34.3,-86.02,14,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,542.6,642.077,-99.477,22.13333,35.02888,6.68193
2488,-0.1333,4500.0,-2.35,30.25,1,0,0,3,1435.0,1435.0,1435.0,1435.0,0.0,0.0,464.4,520.069,-55.669,24.35,26.48293,17.14181
560,-0.1881,10100.0,40.92,-90.72,9,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,327.4999938,532.5715181,-205.072,20.36666616,29.63297395,5.493227067
3269,-0.137,10660.0,28.67,77.2,3,1,1,0,1435.0,1435.0,1435.0,1435.0,0.0,0.0,560.1,444.589,115.511,30.1,41.91501,18.08905
4046,-0.0736,5883.0,40.25,-85.15,5,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,737.0,493.374,243.626,18.21667,29.02979,4.58544
1833,-0.2267,7500.0,7.5,3.9,1,1,1,4,1435.0,976.0,1435.0,976.0,0.0,0.0,781.2,457.77,323.43,27.38,33.76276,22.5147
536,0.043,9300.0,41.48,-84.15,46,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,468.9,478.09,-9.19,17.66667,27.15856,4.54438
1954,0.0648,9541.0,44.73,-93.12,3,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,557.2,463.262,93.938,16.46667,29.70962,4.91865
2718,-0.074,8240.0,43.28,-81.47,1,1,1,1,1435.0,1435.0,1435.0,1435.0,0.0,0.0,418.2,541.217,-123.017,16.2,25.52041,5.62255
4305,0.0239,5223.0,51.33,-85.33,3,1,1,3,1435.0,976.0,1435.0,976.0,0.0,0.0,260.5,381.57,-121.07,11.13333,23.96254,-1.04606
