,Relative_yield_change,yield_of_CT,Latitude,Longitude,Years_since_CT_started,Crop_rotation_CT,Crop_rotation_NT,ST,Soil_cover_in_CT,Soil_cover_in_CT,Soil_cover_in_CT,Soil_cover_in_CT,Weed_pest_control_CT,Weed_pest_control_NT,P,E,PB,Tave,Tmax,Tmin
803,-0.3466,3829.0,41.12,-96.5,5,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,806.4,537.739,268.661,18.8,29.28899,5.86404
1285,0.0629,10500.0,38.52,-89.84,1,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,651.8,569.127,82.673,21.26667,31.9399,9.04046
1373,-0.2703,3700.0,11.59,37.38,3,1,1,1,1435.0,1435.0,1435.0,1435.0,0.0,0.0,1567.8,759.599,808.202,17.8125,25.97563,8.48207
2233,-0.1252,5670.0,45.3,-73.35,15,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,693.3,442.599,250.701,16.0,27.34721,3.20236
1760,0.2424,3300.0,39.03,-85.52,17,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,790.5,534.921,255.579,20.88333,33.27005,7.94998
1470,-0.0111,5390.0,38.0,-84.5,15,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,640.3,523.89,116.41,20.73333,30.31787,10.0655
2787,0.0904,3430.0,28.63,77.18,2,0,0,0,1435.0,976.0,1435.0,976.0,0.0,0.0,759.9,457.165,302.735,29.48,38.21992,20.36134
1433,0.1232,13800.0,31.38,72.03,2,1,1,0,976.0,976.0,976.0,976.0,0.0,0.0,202.1,384.957,-182.857,31.72,41.81672,19.74682
3343,-0.0951,8727.0,29.07,77.77,1,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,620.4,527.555,92.845,29.72,37.36216,20.16451
578,-0.0828,14500.0,40.42,-83.25,50,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,647.8,510.915,136.885,19.05,32.46772,5.53272
1668,0.0182,11000.0,42.02,-93.75,29,1,1,0,1435.0,1435.0,1435.0,1435.0,0.0,0.0,429.0,541.629,-112.629,18.58333,29.48987,4.37156
1366,0.0702,5700.0,11.59,37.38,2,1,1,1,1435.0,1435.0,1435.0,1435.0,0.0,0.0,1110.5,779.029,331.471,17.8125,26.44554,12.10658
1823,0.1905,2100.0,7.5,3.9,1,1,1,4,1435.0,976.0,1435.0,976.0,0.0,0.0,684.4,441.423,242.977,27.44,33.7616,22.35871
39,-0.0238,5470.0,45.42,-73.93,2,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,555.9,493.022,62.878,15.7,26.54872,0.79462
3898,-0.5793,9270.0,44.87,20.33,23,1,1,0,1435.0,1435.0,1435.0,1435.0,0.0,0.0,201.1,556.621,-355.521,19.92857,32.23464,10.08076
480,0.0,4648.0,44.45,26.52,3,0,0,1,1435.0,976.0,1435.0,976.0,0.0,0.0,256.3,513.395,-257.095,21.14,35.06228,8.55298
4399,-0.1186,5900.0,45.53,17.98,3,1,1,0,1435.0,1435.0,1435.0,1435.0,0.0,0.0,524.0,484.803,39.197,16.25714,26.76758,4.04525
4303,-0.0783,6553.0,51.33,-85.33,2,1,1,3,1435.0,976.0,1435.0,976.0,0.0,0.0,262.0,379.32,-117.32,11.15,22.09153,-0.10379
1630,0.0105,9500.0,43.0,-92.5,4,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,683.2,528.127,155.073,18.13333,30.41502,2.95163
1925,0.3124,3060.0,47.77,-104.27,1,0,0,0,1435.0,976.0,1435.0,976.0,0.0,0.0,135.0,445.171,-310.171,16.58,30.94391,4.36965
4058,-0.0259,8210.0,40.47,-86.98,17,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,404.1,543.628,-139.528,20.65,30.93442,7.87919
2510,-0.5455,4400.0,-2.35,30.25,1,0,0,3,1435.0,1435.0,1435.0,1435.0,0.0,0.0,464.4,520.069,-55.669,24.35,26.48293,17.14181
3263,-0.1525,4720.0,28.67,77.2,3,1,1,0,1435.0,1435.0,1435.0,1435.0,0.0,0.0,560.1,444.589,115.511,30.1,41.91501,18.08905
1352,0.0749,3340.0,34.3,-79.73,2,0,0,0,1435.0,976.0,1435.0,976.0,0.0,0.0,607.3,661.112,-53.812,24.71667,33.9445,11.11032
236,-0.1148,13590.0,52.43,16.9,14,1,1,2,1435.0,976.0,1435.0,976.0,0.0,0.0,397.9,419.37,-21.47,14.62857,25.18136,5.0761
2794,0.204,10676.0,28.67,77.2,6,0,0,0,1435.0,976.0,1435.0,976.0,0.0,0.0,759.9,457.165,302.735,29.48,38.21992,20.36134
1415,0.2745,5100.0,31.38,72.03,3,1,1,0,976.0,976.0,976.0,976.0,0.0,0.0,489.9,406.5,83.4,30.62,38.91278,19.24657
427,-0.0283,10600.0,39.08,-76.65,21,1,1,4,1435.0,976.0,1435.0,976.0,0.0,0.0,567.6,567.167,0.433,21.33333,30.5935,9.51183
750,-0.3242,8586.0,42.22,-82.73,3,1,1,1,1435.0,976.0,1435.0,976.0,0.0,0.0,355.6,517.252,-161.652,18.8,27.50428,8.01219
2428,-0.0705,10953.0,43.3,-89.35,11,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,554.3,479.931,74.369,17.71667,28.13424,5.21823
3406,0.0473,16334.0,-28.92,29.55,24,1,1,1,1435.0,976.0,1435.0,976.0,0.0,0.0,421.0,657.249,-236.249,8.5,21.06027,2.35728
1405,-0.1644,9610.0,44.07,-93.52,8,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,349.4,496.941,-147.541,17.45,29.756,2.39721
834,-0.0313,8589.0,-27.8,-50.32,1,1,1,3,1435.0,976.0,1435.0,976.0,0.0,0.0,954.4,616.757,337.644,21.33333,25.57545,10.66417
4280,0.0143,3918.0,35.67,107.87,6,0,0,0,1435.0,976.0,1435.0,976.0,0.0,0.0,337.8,450.882,-113.082,17.22,28.89948,2.38381
1583,-0.3535,14230.0,45.61,17.86,5,0,0,0,976.0,976.0,976.0,976.0,0.0,0.0,489.5,512.061,-22.561,17.58571,29.77124,5.90084
4340,-0.1518,9864.0,35.32,106.07,9,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,320.6000023,383.0320768,-62.432,13.71999969,25.05715647,0.083944813
1971,-0.6819,8658.0,44.73,-93.12,14,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,777.1,428.665,348.435,15.41667,26.56657,1.82102
3665,0.0488,8810.0,36.97,117.98,6,1,1,0,1435.0,1435.0,1435.0,1435.0,0.0,0.0,549.7,467.021,82.679,23.26,30.34392,15.63515
889,-0.5693,1458.0,19.52,-98.83,5,1,1,0,1435.0,1435.0,1435.0,1435.0,0.0,0.0,1068.1,661.247,406.853,13.44286,24.50043,6.99138
642,-0.2267,7500.0,45.5,-73.58,11,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,521.4,443.414,77.986,15.08333,24.47484,3.65757
1372,-0.4839,6200.0,11.59,37.38,3,1,1,1,1435.0,1435.0,1435.0,1435.0,0.0,0.0,1567.8,759.599,808.202,17.8125,25.97563,8.48207
1442,0.1269,13400.0,31.38,72.03,2,1,1,0,1435.0,1435.0,1435.0,1435.0,0.0,0.0,202.1,384.957,-182.857,31.72,41.81672,19.74682
3846,-0.3352,8710.0,44.75,-93.07,19,1,1,0,1435.0,1435.0,1435.0,1435.0,0.0,0.0,380.2,512.046,-131.846,17.13333,29.65326,4.89069
740,-0.0637,9740.0,42.22,-82.73,2,0,0,1,1435.0,976.0,1435.0,976.0,0.0,0.0,473.2,470.843,2.357,17.61667,25.07256,7.87324
3639,-0.1672,6580.0,45.2,9.68,1,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,134.9,488.709,-353.809,15.9,24.49918,5.16301
320,0.0515,9146.649348,40.52,-98.06,8,1,1,0,1435.0,1435.0,1435.0,1435.0,0.0,0.0,565.7,554.054,11.646,20.3,35.41029,6.61514
675,0.0707,10653.0,37.87,-84.25,7,0,0,0,1435.0,976.0,1435.0,976.0,0.0,0.0,501.5,542.077,-40.577,21.46667,29.92385,8.76711
2631,-0.2857,2100.0,-19.58,31.23,12,1,1,2,1435.0,1435.0,1435.0,1435.0,0.0,0.0,374.5999906,632.5140128,-257.914,22.41666667,27.22446987,11.45263278
558,-0.0172,11600.0,40.92,-90.72,7,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,524.6999998,538.4389714,-13.739,20.50000048,32.49821423,5.561888172
1412,0.16,5000.0,31.38,72.03,2,1,1,0,976.0,976.0,976.0,976.0,0.0,0.0,202.1,384.957,-182.857,31.72,41.81672,19.74682
1759,0.5484,3100.0,39.03,-85.52,17,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,790.5,534.921,255.579,20.88333,33.27005,7.94998
1748,-0.1833,5162.0,-0.52,37.27,2,1,1,3,1435.0,976.0,1435.0,976.0,0.0,0.0,659.4,732.25,-72.85,20.875,31.60278,15.39401
2525,0.0096,5328.0,-14.49,35.25,3,1,1,1,1435.0,976.0,1435.0,976.0,0.0,0.0,724.3,1020.887,-296.587,30.075,31.11509,17.37379
1715,-0.5328,7020.0,45.55,17.03,6,0,0,0,1435.0,976.0,1435.0,976.0,0.0,0.0,288.2,530.386,-242.186,18.12857,30.01427,8.12122
3391,0.0286,13505.0,-28.92,29.55,19,1,1,1,1435.0,976.0,1435.0,976.0,0.0,0.0,458.5,680.142,-221.642,8.17143,20.50167,1.56657
3903,-0.5481,8850.0,44.87,20.33,24,1,1,0,1435.0,1435.0,1435.0,1435.0,0.0,0.0,652.7,521.411,131.289,17.97143,29.63389,7.03558
800,0.1375,6735.0,41.12,-96.5,5,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,806.4,537.739,268.661,18.8,29.28899,5.86404
3652,0.0072,15230.0,45.2,9.68,1,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,134.9,488.709,-353.809,15.9,24.49918,5.16301
3265,0.0231,5200.0,28.67,77.2,2,1,1,0,976.0,976.0,976.0,976.0,0.0,0.0,538.8,469.459,69.341,29.4,38.09192,19.49525
1505,0.3167,6000.0,25.58,85.4,5,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,638.7,396.206,242.494,30.025,35.45598,26.29375
1370,0.0,2200.0,11.59,37.38,3,1,1,1,1435.0,1435.0,1435.0,1435.0,0.0,0.0,1567.8,759.599,808.202,17.8125,25.97563,8.48207
2164,-0.1364,2200.0,11.13,8.25,4,1,1,0,1435.0,1435.0,1435.0,1435.0,0.0,0.0,629.3,427.89,201.41,25.875,33.04975,20.35808
1411,-0.1429,6300.0,31.38,72.03,1,1,1,0,976.0,976.0,976.0,976.0,0.0,0.0,499.7,394.544,105.156,31.78,40.21164,21.4263
2434,-0.5789,7262.0,43.3,-89.35,12,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,522.0,479.785,42.215,18.35,30.04979,3.83426
4358,0.2235,3754.0,35.32,106.07,10,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,330.9,384.529,-53.629,14.32,25.28738,0.09738
2537,0.4325,5001.0,-13.78,34.46,3,1,1,1,1435.0,976.0,1435.0,976.0,0.0,0.0,688.3,955.441,-267.141,21.925,26.1478,13.98877
1951,-0.0473,14800.0,42.02,-93.78,3,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,661.8,547.844,113.956,18.46667,31.42917,3.25536
3379,0.0751,11125.0,-28.92,29.55,15,1,1,1,1435.0,976.0,1435.0,976.0,0.0,0.0,508.4,659.49,-151.09,8.57143,18.98313,1.90458
1634,0.0,7700.0,43.0,-92.5,6,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,594.1,461.588,132.512,17.41667,28.99163,4.96538
3958,0.0523,8757.0,35.33,110.1,7,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,353.6,423.968,-70.368,19.22,28.41125,5.12454
1700,-0.3661,4890.0,-0.75,37.75,2,1,1,1,976.0,976.0,976.0,976.0,0.0,0.0,630.9,774.199,-143.299,23.7,32.22831,17.98771
4137,0.007,5700.0,40.8,-96.67,16,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,671.3,577.806,93.494,20.15,32.17956,5.23656
4002,-0.2312,8777.0,34.3,-86.02,18,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,894.4,595.343,299.057,20.88333,32.00902,6.33477
3385,0.0183,7010.0,-28.92,29.55,17,1,1,1,1435.0,976.0,1435.0,976.0,0.0,0.0,295.3,691.762,-396.462,8.9,21.71303,1.28868
1420,0.08,2500.0,31.38,72.03,3,1,1,0,976.0,976.0,976.0,976.0,0.0,0.0,489.9,406.5,83.4,30.62,38.91278,19.24657
4047,-0.0819,7815.0,40.25,-85.15,6,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,773.0,482.841,290.159,18.0,27.72907,5.10311
1609,0.2523,325.0,-17.82,31.57,2,1,1,2,1435.0,1435.0,1435.0,1435.0,0.0,0.0,322.8,654.113,-331.313,22.2,27.41816,7.9551
3987,-0.201,3751.0,34.3,-86.02,14,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,542.6,642.077,-99.477,22.13333,35.02888,6.68193
1742,0.0945,4297.0,-0.52,37.27,1,1,1,3,1435.0,976.0,1435.0,976.0,0.0,0.0,565.7,780.391,-214.691,21.325,30.64233,15.96019
2607,0.1614,5390.0,37.99,-100.82,5,0,0,2,1435.0,976.0,1435.0,976.0,0.0,0.0,364.0,572.642,-208.642,19.46667,31.78592,3.43443
1516,0.0625,4800.0,25.58,85.4,6,1,1,0,1435.0,1435.0,1435.0,1435.0,0.0,0.0,643.5,418.64,224.86,31.0,40.00081,26.36022
1446,-0.0752,13300.0,31.38,72.03,1,1,1,0,1435.0,1435.0,1435.0,1435.0,0.0,0.0,499.7,394.544,105.156,31.78,40.21164,21.4263
795,-0.0757,4410.0,41.12,-96.5,3,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,616.1,573.728,42.372,19.55,28.75747,5.77022
2425,-0.3563,6494.0,43.3,-89.35,10,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,720.8,421.178,299.622,16.55,27.59575,2.14545
633,0.0989,9100.0,45.5,-73.58,7,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,556.9,471.576,85.324,15.75,26.07689,2.89739
3865,0.439,3850.0,19.52,-98.83,14,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,1222.7,707.708,514.992,12.51429,22.15133,7.95546
1467,0.2424,4950.0,38.0,-84.5,15,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,640.3,523.89,116.41,20.73333,30.31787,10.0655
1133,-0.0975,13130.0,38.08,-86.15,8,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,617.9,528.687,89.213,20.26667,30.25089,9.41076
1041,-0.037,2700.0,31.53,75.91,2,1,1,0,1435.0,1435.0,1435.0,1435.0,0.0,0.0,433.0,503.851,-70.851,29.68,40.23806,15.81546
535,-0.1241,13700.0,42.95,-92.53,37,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,675.6,494.83,180.77,17.95,28.69841,3.66189
3940,0.0501,7380.0,43.0,-80.08,14,0,0,2,1435.0,976.0,1435.0,976.0,0.0,0.0,249.9,486.537,-236.637,17.73333,25.59522,7.54019
1639,-0.1803,6100.0,43.0,-92.5,8,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,568.7,486.641,82.059,18.03333,29.35349,5.84166
4120,-0.1519,3160.0,40.8,-96.67,6,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,355.8,548.01,-192.21,20.76667,32.67062,4.19659
3383,-0.3176,5466.0,-28.92,29.55,17,1,1,1,1435.0,976.0,1435.0,976.0,0.0,0.0,295.3,691.762,-396.462,8.9,21.71303,1.28868
3967,-0.2168,6324.0,37.5,112.5,4,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,452.0,432.966,19.034,22.06,27.99201,9.04353
2481,-0.1667,1800.0,8.18,38.85,2,1,1,1,1435.0,976.0,1435.0,976.0,0.0,0.0,728.9,847.388,-118.488,20.0875,27.92987,13.61402
2725,-0.1412,7930.0,43.02,-82.12,2,1,1,3,1435.0,1435.0,1435.0,1435.0,0.0,0.0,448.6,517.099,-68.499,18.16667,28.07955,8.08939
3999,-0.3963,8473.0,34.3,-86.02,17,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,724.0,628.795,95.205,21.78333,31.13493,6.42071
3965,-0.0322,3318.0,37.5,112.5,2,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,310.2,469.464,-159.264,22.9,29.42001,8.76957
2751,0.0566,11660.0,51.03,17.35,5,0,0,0,1435.0,1435.0,1435.0,1435.0,0.0,0.0,403.5,428.102,-24.602,13.88571,26.64484,1.77962
1743,-0.0406,4676.0,-0.52,37.27,1,1,1,3,1435.0,976.0,1435.0,976.0,0.0,0.0,565.7,780.391,-214.691,21.325,30.64233,15.96019
3376,-0.0423,13698.0,-28.92,29.55,14,1,1,1,1435.0,976.0,1435.0,976.0,0.0,0.0,545.6,664.571,-118.971,8.88571,20.22965,3.92448
2149,-0.0243,19084.0,-33.67,-70.63,5,1,1,1,1435.0,976.0,1435.0,976.0,0.0,0.0,-42.0,663.037,-705.037,22.61667,27.90005,6.29855
2506,-0.2245,4900.0,-2.35,30.25,1,0,0,3,1435.0,1435.0,1435.0,1435.0,0.0,0.0,464.4,520.069,-55.669,24.35,26.48293,17.14181
1824,0.1087,4600.0,7.5,3.9,5,1,1,4,1435.0,976.0,1435.0,976.0,0.0,0.0,781.2,457.77,323.43,27.38,33.76276,22.5147
2804,0.5915,7100.0,44.57,-123.24,5,0,0,0,1435.0,976.0,1435.0,976.0,0.0,0.0,405.1,511.186,-106.086,15.11429,27.69235,5.07457
3149,0.2453,10600.0,32.53,-83.85,2,1,1,2,1435.0,976.0,1435.0,976.0,0.0,0.0,847.1,683.766,163.334,24.78333,34.86976,10.59911
2586,0.6429,1756.0,37.99,-100.82,1,1,1,2,1435.0,976.0,1435.0,976.0,0.0,0.0,349.6,555.808,-206.208,20.95,34.54738,3.92343
1284,-0.1227,9860.0,38.52,-89.84,2,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,611.0,581.334,29.666,20.83333,31.82058,7.26548
2588,0.2593,5080.0,37.99,-100.82,3,1,1,2,1435.0,976.0,1435.0,976.0,0.0,0.0,364.0,572.642,-208.642,19.46667,31.78592,3.43443
845,-0.1413,6895.0,-27.8,-50.32,3,1,1,3,1435.0,976.0,1435.0,976.0,0.0,0.0,771.1,605.914,165.186,20.28333,25.23432,11.56289
1429,0.0769,1300.0,31.38,72.03,3,1,1,0,1435.0,1435.0,1435.0,1435.0,0.0,0.0,489.9,406.5,83.4,30.62,38.91278,19.24657
767,0.0155,9680.0,40.73,-77.95,3,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,890.3,444.378,445.922,15.71429,26.96951,2.43595
487,-0.0311,14705.0,44.45,26.52,4,0,0,1,1435.0,976.0,1435.0,976.0,0.0,0.0,296.0,516.679,-220.679,20.2,31.34772,7.48366
1655,-0.1792,10600.0,42.02,-93.75,20,1,1,0,1435.0,1435.0,1435.0,1435.0,0.0,0.0,537.1,530.731,6.369,19.0,28.13734,7.24214
2532,0.6327,2804.0,-11.9,33.59,2,1,1,4,1435.0,976.0,1435.0,976.0,0.0,0.0,958.4,738.978,219.422,24.01429,27.28121,11.99453
2720,-0.0885,11750.0,43.02,-82.12,1,1,1,3,1435.0,1435.0,1435.0,1435.0,0.0,0.0,434.1,508.529,-74.429,17.16667,26.19134,6.65006
1968,-0.1683,8925.0,44.73,-93.12,12,1,1,0,1435.0,1435.0,1435.0,1435.0,0.0,0.0,660.1,464.271,195.829,17.35,28.81297,2.04897
2406,-0.2414,12550.0,40.65,-104.98,4,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,267.2,553.256,-286.056,13.92857,31.38396,-4.81392
2550,0.3215,2482.0,-14.97,34.73,3,0,0,2,1435.0,976.0,1435.0,976.0,0.0,0.0,814.1000233,659.9085916,154.191,26.76666641,25.03714285,15.51644405
1927,0.5538,1486.0,47.77,-104.27,3,0,0,0,1435.0,976.0,1435.0,976.0,0.0,0.0,240.4,465.252,-224.852,17.9,33.8734,6.04443
639,0.0769,11700.0,45.5,-73.58,10,1,1,0,1435.0,1435.0,1435.0,1435.0,0.0,0.0,529.1,512.126,16.974,16.81667,27.20437,2.04433
3866,0.3976,4200.0,19.52,-98.83,14,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,1222.7,707.708,514.992,12.51429,22.15133,7.95546
2232,-0.2467,8310.0,45.3,-73.35,13,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,469.9,482.423,-12.523,15.76667,25.6944,2.79841
3014,-0.3793,2900.0,45.63,-72.9,3,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,695.2,449.951,245.249,15.4,26.30599,2.38646
2723,-0.108,9350.0,43.28,-81.47,2,1,1,1,1435.0,1435.0,1435.0,1435.0,0.0,0.0,420.7,552.26,-131.56,17.35,27.27467,6.81687
1425,0.0938,6400.0,31.38,72.03,3,1,1,0,1435.0,1435.0,1435.0,1435.0,0.0,0.0,489.9,406.5,83.4,30.62,38.91278,19.24657
1137,-0.102,11270.0,38.08,-86.15,10,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,660.2,521.501,138.699,20.63333,30.74465,10.41143
516,0.3049,4621.0,32.45,-89.4,2,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,575.6,528.719,46.881,24.96,33.96608,17.48646
61,-0.123,8659.0,44.31,-96.79,3,0,0,0,1435.0,976.0,1435.0,976.0,0.0,0.0,503.5,541.433,-37.933,17.8,29.15936,3.41993
2161,-0.2308,3900.0,11.13,8.25,3,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,677.9,381.057,296.843,25.825,34.06507,20.07154
425,-0.2308,5590.0,39.08,-76.65,19,1,1,4,1435.0,976.0,1435.0,976.0,0.0,0.0,911.2,517.77,393.43,20.25,29.59638,7.15413
1647,-0.0339,5900.0,42.02,-93.75,14,1,1,0,1435.0,1435.0,1435.0,1435.0,0.0,0.0,361.5,582.952,-221.452,20.5,32.37624,2.20305
2602,0.297,4014.0,37.99,-100.82,4,1,1,2,1435.0,976.0,1435.0,976.0,0.0,0.0,390.1,599.818,-209.718,21.21667,33.81494,5.66872
2763,0.0519,11489.0,41.8,1.12,21,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,151.5,648.357,-496.857,18.975,33.35267,3.57247
2750,0.0582,11340.0,51.03,17.35,5,0,0,0,1435.0,976.0,1435.0,976.0,0.0,0.0,403.5,428.102,-24.602,13.88571,26.64484,1.77962
2508,-0.1358,8100.0,-2.35,30.25,1,0,0,3,1435.0,1435.0,1435.0,1435.0,0.0,0.0,464.4,520.069,-55.669,24.35,26.48293,17.14181
4126,-0.1288,5590.0,40.8,-96.67,10,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,509.6,541.266,-31.666,19.35,33.61996,4.84391
3991,-0.1764,9195.0,34.3,-86.02,15,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,838.3,595.544,242.756,21.96667,30.85223,9.8688
1974,-0.1088,38510.0,40.63,22.8,3,1,1,1,1435.0,976.0,1435.0,976.0,0.0,0.0,59.2,451.041,-391.841,24.14,33.02869,13.61848
233,-0.1405,13810.0,52.43,16.9,11,1,1,2,1435.0,976.0,1435.0,976.0,0.0,0.0,310.0,421.681,-111.681,15.87143,30.38798,4.35968
3994,-0.14,5920.0,34.3,-86.02,16,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,632.2,642.644,-10.444,22.4,33.63775,8.52692
4350,-0.0154,4949.0,35.32,106.07,4,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,288.3,360.971,-72.671,13.16,23.88756,-1.61313
2600,0.5217,4328.0,37.99,-100.82,4,1,1,2,1435.0,976.0,1435.0,976.0,0.0,0.0,390.1,599.818,-209.718,21.21667,33.81494,5.66872
1950,-0.0496,12100.0,42.02,-93.78,2,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,601.3,536.967,64.333,18.46667,30.39688,4.97461
3381,-0.206,12797.0,-28.92,29.55,16,1,1,1,1435.0,976.0,1435.0,976.0,0.0,0.0,597.5,608.938,-11.438,6.91429,18.74532,-0.57008
1472,0.0916,5460.0,38.0,-84.5,18,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,367.8,567.965,-200.165,21.51667,31.46573,3.70733
4344,-0.0509,9739.0,35.32,106.07,9,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,320.6,383.032,-62.432,13.72,25.05716,0.08394
538,0.0345,11600.0,41.48,-84.15,48,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,713.1,511.433,201.667,19.18333,32.73076,5.32257
1130,-0.0081,11050.0,38.08,-86.15,7,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,595.3,501.298,94.002,19.96667,30.12658,7.14011
2912,-0.0623,7220.0,40.83,-96.47,14,0,0,0,1435.0,976.0,1435.0,976.0,1.0,1.0,418.7999954,571.5766397,-152.777,21.03333362,32.86364943,5.623964371
1751,0.0281,4811.0,-0.52,37.27,2,1,1,3,1435.0,976.0,1435.0,976.0,0.0,0.0,659.4,732.25,-72.85,20.875,31.60278,15.39401
2229,-0.0295,6790.0,45.3,-73.35,7,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,516.0,477.15,38.85,16.68333,25.61568,4.57945
534,-0.1717,9900.0,42.95,-92.53,36,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,324.8,549.141,-224.341,18.81667,33.06065,2.87329
2424,-0.3008,4956.0,43.3,-89.35,10,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,720.8,421.178,299.622,16.55,27.59575,2.14545
2230,-0.2146,6010.0,45.3,-73.35,9,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,521.4,443.414,77.986,15.08333,24.47484,3.65757
1502,0.2778,7200.0,25.58,85.4,2,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,1161.6,384.398,777.202,29.5,33.15868,25.98519
2594,0.0426,5896.0,37.99,-100.82,3,1,1,2,1435.0,976.0,1435.0,976.0,0.0,0.0,364.0,572.642,-208.642,19.46667,31.78592,3.43443
231,-0.128,12890.0,52.43,16.9,9,1,1,2,1435.0,976.0,1435.0,976.0,0.0,0.0,288.4,390.685,-102.285,14.18571,25.82863,4.04374
522,-0.0222,13500.0,40.92,-90.72,6,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,953.8999901,542.4032001,411.497,21.21666654,30.85077692,5.935089604
3968,-0.0688,5885.0,37.5,112.5,11,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,489.7,430.86,58.84,22.3,28.11063,11.6023
3641,-0.2467,12000.0,45.2,9.68,1,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,134.9,488.709,-353.809,15.9,24.49918,5.16301
1867,-0.1127,7100.0,39.75,-83.6,4,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,376.5000038,536.6473087,-160.147,20.3166666,30.48089009,6.797803325
4113,-0.0637,5810.0,40.8,-96.67,3,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,411.2,580.728,-169.528,21.43333,33.24197,3.26011
479,0.0,7407.0,43.15,-80.78,2,0,0,0,1435.0,976.0,1435.0,976.0,0.0,0.0,484.3,571.474,-87.174,18.16667,27.29655,7.22449
